品牌,厂商,车系,车款,入库总数,指导价,均价,变化值,最低价,最低价渠道,最低价时间,暗访均价,暗访最低价,获取时间,暗访最近价,获取时间,暗访总数
宝马,宝马(进口),宝马6系,2016款 640i敞篷轿跑车,0,112.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 640i xDrive敞篷轿跑车,0,115.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马6系,2016款 650i xDrive敞篷轿跑车,0,188.20,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2016款 740Li 领先型,0,118.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2016款 740Li 豪华型,0,135.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2016款 740Li 尊享型,0,143.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2016款 750Li xDrive五座版,0,198.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2016款 750Li xDrive四座版,0,198.80,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马X5,2016款 xDrive40e,0,92.80,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.5L 手动时尚版,0,6.98,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.5L 手动豪华版,0,7.48,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.5L 手动向上版,0,7.98,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.5L CVT豪华版,0,8.58,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.5L CVT向上版,0,9.08,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.3T 手动豪华版,0,8.28,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.3T 手动向上版,0,8.78,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.3T CVT向上版,0,9.78,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 1.3T CVT尊贵版,0,10.08,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 两厢RS 1.5L 手动向上版,0,7.68,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 两厢RS 1.5L CVT向上版,0,8.78,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 两厢RS 1.3T 手动向上版,0,8.48,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 两厢RS 1.3T CVT向上版,0,9.48,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 EV 进取型,0,22.88,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 EV 精英型,0,23.98,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪,2016款 三厢 EV 尊贵型,0,24.98,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 316i 时尚型,0,28.30,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 320i 时尚型,0,32.80,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 320i M运动型,0,37.90,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 328i M运动型,0,45.20,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 328i xDrive M运动型,0,47.40,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 316Li 时尚型,0,30.98,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 320Li 进取型,0,32.58,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 320Li 时尚型,0,34.98,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 320Li 豪华设计套装,0,39.38,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 328Li 时尚型,0,43.08,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 328Li 豪华设计套装,0,46.48,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 328Li xDrive 豪华设计套装,0,48.68,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2016款 335Li 豪华设计套装,0,59.88,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰AMG,AMG GTS,AMG GT 2016款 AMG GT,0,141.80,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera S 3.0T,0,152.10,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera 4 3.0T,0,140.60,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera 4S 3.0T,0,160.90,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera Cabriolet 3.0T,0,146.40,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera S Cabriolet 3.0T,0,166.70,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera 4 Cabriolet 3.0T,0,155.20,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Carrera 4S Cabriolet 3.0T,0,175.50,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Targa 4 3.0T,0,155.20,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Targa 4S 3.0T,0,175.50,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Turbo 3.8T,0,230.50,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Turbo Cabriolet 3.8T,0,245.10,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Turbo S 3.8T,0,261.50,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,保时捷911,2016款 Turbo S Cabriolet 3.8T,0,276.10,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,Panamera,2016款 Panamera Edition 3.0T,0,120.10,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,Panamera,2016款 Panamera Executive Edition 3.0T,0,125.80,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,Panamera,2016款 Panamera 4 Edition 3.0T,0,129.20,0,0.00,0,,0,0,0,,0,0,0
保时捷,保时捷,Panamera,2016款 Panamera 4 Executive Edition 3.0T,0,135.80,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思铂睿,2015款 2.4L 尊耀版,0,24.78,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思域,2016款 1.8L 手动舒适版,0,13.18,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思域,2016款 1.8L 自动豪华版,0,15.78,0,0.00,0,,0,0,0,,0,0,0
本田,东风本田,思域,2016款 1.8L 自动舒适版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,歌诗图,2016款 2.4L 豪华版,0,25.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,歌诗图,2016款 2.4L 豪华导航版,0,26.58,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,歌诗图,2016款 3.0L AWD尊贵版,0,32.98,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,歌诗图,2016款 3.0L AWD尊贵导航版,0,33.58,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚KX3,2015款 1.6L 自动Special,0,13.28,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,起亚KX3,2015款 1.6T 自动Special,0,14.48,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致408,2016款 1.2T 手动豪华型,0,13.97,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2016款 1.5L 手动舒适型,0,6.29,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2016款 1.5L 手动豪华型,0,6.69,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2016款 1.5L 手动精英型,0,7.09,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2016款 1.5L AMT舒适型,0,6.79,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2016款 1.5L AMT豪华型,0,7.19,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2015款 经典版 1.5L 手动畅享型,0,5.49,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2015款 经典版 1.5L 手动悦享型,0,5.89,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),高尔夫(进口),2016款 2.0TSI R 旅行版,0,41.38,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2016款 3.0TSI 标配型,0,73.90,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2016款 3.0TSI 舒适型,0,76.90,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2016款 3.0TSI 高配型,0,83.80,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2016款 3.0TSI R-Line,0,94.60,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TDI 柴油标配型,0,69.50,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TDI 柴油舒适型,0,76.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.6L 越野增强高配型,0,91.65,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.6L 越野增强豪华型,0,96.85,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2014款 4.2L 标准型,0,136.48,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI 标配型,0,72.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI 舒适型,0,79.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI 高配型,0,82.50,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI 豪华型,0,90.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI R-Line 豪华型,0,92.50,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2015款 3.0TSI 耀锐限量版,0,80.80,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2014款 3.0TSI 黑色探险者,0,91.60,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.0TSI 限量奢华版,0,96.80,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,朗逸,2015款 1.6L 手动舒适版,0,12.49,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马M,宝马M4,2015款 M4双门轿跑车 MT,0,92.70,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马M,宝马M4,2014款 M4双门轿跑车,0,102.70,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马M,宝马M4,2014款 M4敞篷轿跑车,0,113.00,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马M,宝马M4,2014款 M4 马年限量版,0,97.60,0,0.00,0,,0,0,0,,0,0,0
东南,东南汽车,DX7,东南2016款 1.5T 手动凯旋版,0,11.39,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.4TSI 手动尊雅版,0,18.38,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.4TSI 手动尊荣版,0,19.48,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.4TSI DSG尊荣版,0,20.88,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.4TSI DSG蓝驱技术版,0,21.28,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.8TSI 自动尊荣版,0,21.58,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.8TSI DSG尊雅版,0,20.38,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.8TSI DSG尊荣版,0,21.88,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.8TSI DSG御尊版,0,23.98,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 1.8TSI DSG至尊版,0,26.98,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 2.0TSI DSG御尊版,0,25.48,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 2.0TSI DSG至尊版,0,28.48,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 3.0L V6 DSG旗舰版,0,31.08,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,帕萨特,2015款 3.0L V6 DSG旗舰尊享版,0,32.28,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,索纳塔九,2015款 1.6T GX舒适型,0,18.68,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.2TSI 自动舒适型,0,15.08,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.6L 手动时尚型,0,12.19,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.6L 自动时尚型,0,13.39,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.6L 自动舒适型,0,14.49,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 手动舒适型,0,14.09,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 自动舒适型,0,15.49,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 自动豪华型,0,16.59,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 自动旗舰型,0,18.29,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 手动R-Line,0,15.79,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 1.4TSI 自动R-Line,0,17.19,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2016款 2.0TSI GTI,0,23.99,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 手动R-Line,0,15.79,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 自动R-Line,0,17.19,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 320 4MATIC,0,77.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 350 d 4MATIC,0,86.50,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰GLE级,2015款 GLE 400 4MATIC,0,93.20,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 1.8TSI 尊贵型,0,25.28,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 1.8TSI 豪华型,0,26.88,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 2.0TSI 尊贵型,0,26.78,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 2.0TSI 豪华型,0,28.38,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 2.0TSI 至尊型,0,30.38,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2016款 3.0FSI V6,0,34.28,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 2.4L 7人座标准版,0,46.98,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 2.4L 7人座豪华版,0,48.98,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 3.5L 7人座豪华型,0,61.00,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,皇冠,2015款 2.5L 时尚限量版,0,31.08,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 1.6L 手动GL-i炫酷版,0,12.48,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 1.6L CVT GL-i炫酷版,0,13.48,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 双擎 1.8L CVT先锋版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 双擎 1.8L CVT精英版,0,14.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 双擎 1.8L CVT豪华版,0,16.08,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,卡罗拉,2016款 双擎 1.8L CVT旗舰版,0,17.58,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 2.7L 手动版,0,36.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 2.7L 自动标准版,0,38.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 2.7L 自动豪华版,0,42.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 3.5L 自动TX,0,47.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 3.5L 自动TX-L,0,51.98,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 3.5L 自动TX-L NAVI,0,55.13,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 3.5L 自动VX,0,59.13,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2016款 3.5L 自动VX NAVI,0,62.53,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2014款 4.0L 自动TX,0,53.00,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2014款 4.0L 自动TX-L,0,57.10,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2014款 4.0L 自动TX-L NAVI,0,60.20,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2014款 4.0L 自动VX,0,64.20,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2014款 4.0L 自动VX NAVI,0,67.60,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,威驰,2016款 1.5L 手动智臻星耀版,0,8.18,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,威驰,2016款 1.5L 自动智臻星耀版,0,8.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2016款 增程式 精英版,0,19.93,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2016款 增程式 尊享版,0,21.93,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,圣达菲经典,2015款 2.0L 汽油手动两驱实用型,0,6.08,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,圣达菲经典,2015款 2.0L 汽油手动两驱标准型,0,6.58,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,圣达菲经典,2015款 2.0L 汽油手动两驱舒适型,0,6.98,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 2.0T 两驱风华版,0,51.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 2.0T 两驱R-Sport运动版,0,56.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 2.0T 两驱奢华版,0,61.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 3.0T 两驱风华版,0,59.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 3.0T 两驱R-Sport运动版,0,64.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XF,2016款 XF 3.0T 四驱S高性能版,0,80.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 2.0T 两驱典雅商务版,0,79.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 3.0 SC 两驱典雅商务版,0,89.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 3.0 SC 四驱全景商务版,0,98.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 3.0 SC 两驱尊享商务版,0,107.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 3.0 SC 四驱尊享商务版,0,110.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2016款 XJL 3.0 SC 四驱旗舰商务版,0,120.80,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,和悦,2014款 1.5L 手动舒适型,0,5.98,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,和悦,2014款 1.5L 手动豪华智能型,0,7.28,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,和悦,2014款 1.8L 自动豪华型,0,7.88,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,和悦,2014款 1.8L 自动豪华智能型,0,8.58,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.5L 手动舒适型 5座,0,5.98,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.5L 手动舒适型 7座,0,6.18,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.5L 手动豪华型 5座,0,6.58,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.5L 手动豪华型 7座,0,6.78,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 手动豪华型 5座,0,6.88,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 手动豪华型 7座,0,7.08,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 手动豪华智能型 5座,0,7.58,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 手动豪华智能型 7座,0,7.78,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 自动豪华型 5座,0,7.88,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 自动豪华型 7座,0,8.08,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 自动豪华智能型 5座,0,8.58,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M2,2013款 1.8L 自动豪华智能型 7座,0,8.78,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,远景,2015款 1.5L 手动幸福型,0,5.89,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,远景,2015款 1.3T 手动幸福型,0,6.49,0,0.00,0,,0,0,0,,0,0,0
力帆,重庆力帆,力帆620,2015款 改款 620EV 充电,0,21.98,0,0.00,0,,0,0,0,,0,0,0
力帆,重庆力帆,力帆620,2015款 改款 620EV 换电,0,21.98,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),第四代发现,2016款 3.0 SDV6 HSE 柴油版,0,88.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),第四代发现,2016款 3.0 V6 SC SE,0,82.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),第四代发现,2016款 3.0 V6 SC HSE,0,92.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),第四代发现,2016款 3.0 V6 SC HSE Luxury,0,102.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 3.0 V6 SC Vogue,0,155.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 3.0 V6 SC Vogue 加长版,0,162.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 3.0 V6 SC Vogue SE 创世加长版,0,176.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 3.0 TDV6 Hybrid Vogue SE 创世加长版,0,186.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 3.0 V6 SC Vogue SE 尊崇创世加长版,0,198.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 5.0 V8 SC AB 尊崇创世加长版,0,264.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2016款 5.0 V8 SC AB 巅峰创世加长版,0,329.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 2.0 GTDi HSE,0,94.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 SDV6 HSE,0,98.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 SDV6 HSE Dynamic,0,103.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 V6 SC SE,0,92.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 V6 SC HSE,0,104.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 V6 SC HSE Dynamic,0,109.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 V6 HST,0,117.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 3.0 SD V6 Hybrid HSE Dynamic,0,119.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2016款 5.0 V8 SVR,0,229.80,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,领航员,2016款 3.5T AWD,0,118.88,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,林肯MKX,2015款 2.0T 两驱尊享版,0,44.98,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,林肯MKX,2015款 2.0T 四驱尊雅版,0,49.98,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,林肯MKX,2015款 2.7T 四驱尊耀版,0,55.98,0,0.00,0,,0,0,0,,0,0,0
林肯,林肯,林肯MKX,2015款 2.7T 四驱总统版,0,65.98,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯IS,2015款 200t F SPORT,0,36.90,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯IS,2015款 200t 领先版,0,37.50,0,0.00,0,,0,0,0,,0,0,0
