品牌,厂商,车系,车款,入库总数,指导价,均价,变化值,最低价,最低价渠道,最低价时间,暗访均价,暗访最低价,获取时间,暗访最近价,获取时间,暗访总数
MINI,MINI,MINI COUNTRYMAN,2014款 1.6L ONE,0,25.90,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6L COOPER Fun,0,28.60,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6L COOPER Excitement,0,32.60,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6T COOPER All 4 Fun,0,29.60,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6T COOPER All 4 Excitement,0,33.60,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6T COOPER S,0,33.90,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI COUNTRYMAN,2014款 1.6T COOPER S All 4,0,37.90,0,0.00,0,,0,0,0,,0,0,0
三菱,东南汽车,翼神,2014款 竞速版 1.8L 手动舒适型,0,12.38,0,0.00,0,,0,0,0,,0,0,0
三菱,东南汽车,翼神,2014款 竞速版 1.8L CVT舒适型,0,13.68,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 豪华版 国IV,0,39.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 豪华版 国V,0,39.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 精英版 国IV,0,44.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 精英版 国V,0,44.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 精英超越版 国IV,0,46.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗(进口),2015款 3.0L 精英超越版 国V,0,46.80,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2014款 1.0 MHD 紫夜限量版,0,12.99,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,宝利格,2014款 2.0T 手动两驱智静版,0,10.97,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰GLK级,2014款 GLK 200 标准型,0,37.80,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI PACEMAN,2014款 1.6L COOPER,0,33.10,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI PACEMAN,2014款 1.6T COOPER ALL 4,0,34.10,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI PACEMAN,2014款 1.6T COOPER S ALL 4,0,38.90,0,0.00,0,,0,0,0,,0,0,0
沃尔沃,沃尔沃(进口),沃尔沃XC90,2015款 2.0T T6 限量版,0,105.80,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2015款 两厢 1.6L 手动舒适型,0,0.00,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马3系(进口),2015款 335i xDrive,0,67.00,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马3系(进口),2015款 ActiveHybrid 3,0,66.80,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 320Li 时尚型,0,35.88,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 320Li 豪华设计套装,0,39.68,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328Li 时尚型,0,43.08,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328Li 豪华设计套装,0,46.48,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328Li xDrive时尚型,0,45.28,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328Li xDrive豪华设计套装,0,48.68,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 335Li 风尚设计套装,0,60.78,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 316i 进取型,0,28.30,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 316i 运动设计套装,0,30.10,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 320i 时尚型,0,33.30,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 320i 运动设计套装,0,37.90,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328i 运动设计套装,0,43.60,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328i xDrive运动设计套装,0,45.80,0,0.00,0,,0,0,0,,0,0,0
宝马,华晨宝马,宝马3系,2015款 328i M运动型,0,46.60,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,逍客,2015款 2.0XL 酷火 MT 2WD,0,15.38,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,逍客,2015款 2.0XL 酷火 CVT 2WD,0,16.68,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,逍客,2015款 2.0XV 酷雷 CVT 2WD,0,18.38,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,逍客,2015款 2.0XV 酷炫 CVT 2WD,0,18.68,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,捷达,2015款 1.4L 手动舒适型,0,9.28,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹XJ,2015款 XJL 3.0 SC 典雅商务80周年典藏版,0,99.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,北京奔驰,奔驰E级,2015款 改款 E 180 L,0,39.80,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS4,2015款 200T G-DCT豪华版,0,13.68,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2015款 两厢 1.6L 手动风尚型,0,0.00,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹F-TYPE,2016款 3.0T S 四驱硬顶版,0,102.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰(进口),奔驰M级,2015款 ML 400 4MATIC豪华型,0,99.80,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,迈腾,2015款 1.8TSI 领先型,0,21.98,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 1.8TSI 尊贵型,0,25.28,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 1.8TSI 豪华型,0,26.88,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 2.0TSI 尊贵型,0,26.78,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 2.0TSI 豪华型,0,28.38,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 2.0TSI 至尊型,0,30.38,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,一汽-大众CC,2015款 3.0FSI V6,0,34.28,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯GX,2014款 400 尊贵版,0,92.30,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致2008,2014款 1.6L 手动卓越版,0,11.97,0,0.00,0,,0,0,0,,0,0,0
标致,东风标致,标致2008,2014款 1.6L 自动卓越版,0,12.97,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,普拉多,2015款 2.7L 手动版,0,36.98,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,熊猫,2015款 1.5L 自动酷趣版,0,4.99,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马M3,2015款 1.5L 手动舒适型,0,6.88,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 手动舒适型,0,14.09,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 自动舒适型,0,15.49,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 自动豪华型,0,16.59,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,高尔夫,2015款 1.4TSI 自动旗舰型,0,18.29,0,0.00,0,,0,0,0,,0,0,0
中兴,中兴汽车,中兴C3,2014款 1.5L 厂庆版,0,6.38,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,科鲁兹,2015款 1.5L 经典 SE MT,0,9.99,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,科鲁兹,2015款 1.5L 经典 SE AT,0,10.99,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜,2015款 3.0 TDV6 混合动力版,0,186.80,0,0.00,0,,0,0,0,,0,0,0
路虎,路虎(进口),揽胜运动版,2015款 3.0 TDV6 混合动力版,0,119.80,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 2.0L 手动舒适周年版 国IV,0,10.98,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 2.0L 自动豪华周年版 国IV,0,12.58,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动精英周年版 国IV,0,12.98,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动尊贵周年版 国IV,0,14.98,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动旗舰周年版 国IV,0,16.98,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 2.0L 手动舒适周年版 国V,0,11.08,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 2.0L 自动豪华周年版 国V,0,12.68,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动精英周年版 国V,0,13.08,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动尊贵周年版 国V,0,15.08,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,睿骋,2014款 1.8T 自动旗舰周年版 国V,0,17.08,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 2.0L 手动基本型,0,11.98,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 2.0L 手动豪华型,0,13.18,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 2.0L 自动舒适周年纪念型,0,13.18,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 2.0L 自动舒适型,0,13.38,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 2.0L 自动豪华型,0,14.58,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 1.8T 自动豪华型,0,15.18,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 1.8T 自动运动型,0,15.58,0,0.00,0,,0,0,0,,0,0,0
奔腾,一汽奔腾,奔腾X80,2015款 1.8T 自动旗舰型,0,18.18,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 手动智驱感恩版,0,6.88,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 手动智驱尊尚型,0,7.78,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 手动智驱尊逸型,0,8.28,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 自动超值版,0,7.58,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 自动尊尚型,0,8.58,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神H30,2014款 CROSS 1.5L 自动尊逸型,0,9.18,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神S30,2014款 1.5L 手动智驱感恩版,0,6.28,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 SX4,2013款 1.6L 手动酷锐型,0,7.98,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 SX4,2013款 1.6L 自动酷锐型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 SX4,2012款 1.6L 手动锐骑型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 SX4,2012款 1.6L 自动锐骑型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
东风风神,东风乘用车,东风风神A60,2014款 1.6L 手动智驱精英型,0,8.48,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,骐达,2014款 1.6L CVT酷咖版,0,12.63,0,0.00,0,,0,0,0,,0,0,0
北京汽车,北京汽车,北京40,2014款 2.4L 手动拓疆版,0,17.68,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 1.6L 手动舒适型,0,11.99,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 1.6L 自动舒适型,0,13.09,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 1.6L 手动风尚型,0,13.29,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 1.6L 自动风尚型,0,14.39,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 2.0L 手动豪华运动型,0,15.19,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 两厢 2.0L 自动豪华运动型,0,16.29,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 1.6L 手动舒适型,0,11.99,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 1.6L 自动舒适型,0,13.09,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 1.6L 手动风尚型,0,13.29,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 1.6L 自动风尚型,0,14.39,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 1.6L 自动尊贵型,0,15.49,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2012款 三厢 2.0L 自动旗舰型,0,16.99,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 手动基本型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 自动基本型,0,10.98,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 手动百万纪念版,0,10.53,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 自动百万纪念版,0,11.53,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 手动时尚型,0,11.28,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 两厢经典 1.8L 自动时尚型,0,12.38,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 手动基本型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 自动基本型,0,10.98,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 手动百万纪念版,0,10.53,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 自动百万纪念版,0,11.53,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 手动时尚型,0,11.28,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2013款 三厢经典 1.8L 自动时尚型,0,12.38,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2014款 1.6T 手动舒适版,0,11.68,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2014款 1.6T 自动舒适版,0,12.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2014款 1.6T 自动精英版,0,13.68,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2014款 1.6T 自动豪华版,0,14.88,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2014款 两厢经典 1.8L 手动酷白典藏版,0,11.38,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2014款 两厢经典 1.8L 自动酷白典藏版,0,12.48,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2015款 1.0 MHD 炫闪特别版,0,14.39,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H530,2015款 1.6L 自动智享版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,福克斯,2015款 两厢 1.0L GTDi 自动超能风尚型,0,0.00,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H220,2015款 1.5L 手动智享版,0,7.98,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2015款 1.5L 自动精英型,0,7.95,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 1.5TI 手动豪华型 5座,0,8.79,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 1.5TI 手动尊贵型 5座,0,9.79,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 1.5TI 手动尊贵型 7座,0,10.29,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 1.5TI 手动旗舰型 5座,0,10.79,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.0L 手动豪华型 5座,0,7.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.0L 手动豪华型 7座,0,8.49,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.0L 手动精英型 5座,0,8.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.0L 手动尊贵型 5座,0,9.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.0L 手动尊享型 5座,0,10.69,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 手动豪华型 5座,0,9.29,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 手动精英型 5座,0,9.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 手动尊贵型 5座,0,11.39,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 自动豪华型 5座,0,9.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 自动尊贵型 5座,0,10.99,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 自动尊贵型 7座,0,11.69,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪S6,2014款 2.4L 自动旗舰型 5座,0,12.39,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 手动两驱版GL,0,14.48,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 自动两驱版GL,0,15.88,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 手动两驱版GLS,0,16.28,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 自动两驱版GLS,0,17.28,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 自动四驱版GLS,0,19.98,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 自动两驱版DLX,0,17.78,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.0L 自动两驱版Premium,0,18.98,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,智跑,2015款 2.4L 自动四驱版Premium,0,22.98,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),辉腾,2014款 3.0L 商务型,0,76.32,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),辉腾,2014款 3.0L 行政型,0,81.32,0,0.00,0,,0,0,0,,0,0,0
雷诺,雷诺,梅甘娜,2014款 R.S. 2.0T 街版,0,33.99,0,0.00,0,,0,0,0,,0,0,0
雷诺,雷诺,梅甘娜,2014款 R.S. 2.0T 赛版,0,35.99,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2015款 1.5L 手动舒适型CNG,0,7.15,0,0.00,0,,0,0,0,,0,0,0
长城,长城汽车,长城C30,2015款 1.5L 手动豪华型CNG,0,7.45,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 两厢 1.6L 手动舒适型,0,9.48,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 两厢 1.6L 自动精英型,0,11.08,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 两厢 2.0L 自动运动型,0,12.58,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 三厢 1.6L 手动舒适型,0,9.48,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 三厢 1.6L 自动舒适型,0,10.28,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 三厢 1.6L 手动精英型,0,10.28,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 三厢 1.6L 自动精英型,0,11.08,0,0.00,0,,0,0,0,,0,0,0
马自达,长安马自达,马自达3星骋,2015款 三厢 2.0L 自动运动型,0,12.58,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),夏朗,2014款 2.0TSI 标配型,0,30.26,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),夏朗,2014款 2.0TSI 舒适型,0,35.96,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),夏朗,2014款 2.0TSI 豪华型,0,39.96,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI,2015款 2.0T COOPER S 手动,0,28.50,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,凌派,2015款 1.8L 手动舒适版,0,11.48,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,凌派,2015款 1.8L 自动舒适版,0,12.48,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,凌派,2015款 1.8L 手动豪华版,0,12.48,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,凌派,2015款 1.8L 自动豪华版,0,13.48,0,0.00,0,,0,0,0,,0,0,0
本田,广汽本田,凌派,2015款 1.8L 自动旗舰版,0,14.98,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0L 手动两驱进取型,0,9.48,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0L 手动四驱进取型,0,10.28,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动两驱进取型,0,10.28,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动两驱精英型,0,10.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动两驱尊贵型,0,11.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动四驱进取型,0,11.08,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动四驱精英型,0,11.58,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 手动四驱尊贵型,0,12.58,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 手动两驱进取型,0,11.58,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 手动四驱进取型,0,12.38,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动两驱进取型,0,12.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动两驱精英型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动两驱尊贵型,0,15.58,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动四驱进取型,0,13.58,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动四驱精英型,0,14.78,0,0.00,0,,0,0,0,,0,0,0
哈弗,长城汽车,哈弗H5,2015款 2.0T 柴油 自动四驱尊贵型,0,16.38,0,0.00,0,,0,0,0,,0,0,0
雷克萨斯,雷克萨斯,雷克萨斯ES,2014款 300h 舒适版,0,41.10,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,君威,2015款 1.6T 精英技术型,0,20.99,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T CVT智炫型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T CVT智骋型,0,10.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马S5,2015款 1.5T CVT智尊型,0,11.68,0,0.00,0,,0,0,0,,0,0,0
丰田,广汽丰田,逸致,2015款 180E CVT跨界版,0,16.28,0,0.00,0,,0,0,0,,0,0,0
克莱斯勒,克莱斯勒(进口),大捷龙(进口),2014款 3.6L 舒适版,0,44.68,0,0.00,0,,0,0,0,,0,0,0
特斯拉,特斯拉,MODEL S,2015款 MODEL S 85D,0,81.68,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,威驰,2015款 1.5L 手动智享星光版,0,9.48,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,威驰,2015款 1.5L 自动智享星光版,0,10.28,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,威驰,2015款 1.5L 自动智尊星光版,0,11.08,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2015款 增程式 精英版,0,19.93,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2015款 增程式 尊享版,0,21.93,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),尚酷,2015款 1.4TSI 风尚版,0,22.28,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),尚酷,2015款 1.4TSI 舒适版,0,25.88,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),尚酷,2015款 2.0TSI 豪华版,0,33.98,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),尚酷,2015款  R 2.0TSI,0,39.08,0,0.00,0,,0,0,0,,0,0,0
江淮,江淮汽车,瑞风M5,2014款 1.9T 柴油手动商务版,0,14.85,0,0.00,0,,0,0,0,,0,0,0
